carVIN,scrapeURL_Model_Year,listingDateDiff,vehicleHistUseType,vehicleHistTitleStatus,vehicleHistNumOwners,vehicleHistAccidents,transmissionType,fuelType,driveType,engineInfo,mileage,interiorColor,exteriorColor,style,location_state,car_location_latitude,car_location_longitude,mileageRating_HWY,mileageRating_CTY,monthlyPayment_USD,allFeatures,listPrice_USD,Price_Difference_Pct
5YFBURHE1HP581057,2017,-169,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,44486,Steel Gray,Classic Silver Metallic,Sedan, GA,31.5782062,-84.1556809,36,28,304,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar,18328,0
5YFBURHE1HP587473,2017,-6,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,88872,Black,Super White,Sedan, CA,33.8644291,-118.0539323,35,28,281,sun moonroof carpet mat package tms inc carpet floor mats amp trunk mat ppo lane keeping assist rear bumper protector tms ppo keyless start bluetooth connection rear spoiler black fabric seat trim w softex super white se premium package inc smart key system w push button start panic and trunk releases tilt amp slide moonroof sliding sunshade radio entune audio plus w connected navigation entune multimedia bundle 7 high resolution touch screen display am fm cd player 6 speakers,16982,0
5YFBURHE1HP614820,2017,-1,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,42794,Black,Classic Silver Metallic,Sedan, CA,33.1216751,-117.0814849,36,28,331,rear view camera cruise control auxiliary audio input alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission automated cruise control,19998,0.3000300030003
5YFBURHE1HP644058,2017,-8,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,49604,Steel Gray,Super White,Sedan, CA,35.3540209,-120.375716,36,28,330,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning rear window defroster power steering power windows steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension knee airbag,19900,1.89949748743719
5YFBURHE1HP650152,2017,-30,Fleet Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,57897,Black,Red,Sedan, GA,33.8062166,-84.1457505,35,28,281,1 12v dc power outlet 13 2 gal fuel tank 390cca maintenance free battery w run down protection 4 way passenger seat 60 40 folding bench front facing fold forward seatback rear seat 80 amp alternator air filtration airbag occupancy sensor analog display automatic equalizer back up camera black grille black side windows trim body colored door handles body colored front bumper body colored rear bumper cargo space lights carpet floor trim and carpet trunk lid rear cargo door trim,16970,-1.76782557454331
5YFBURHE1HP652113,2017,-112,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,46700,Gray,Gray,Sedan, CO,39.7392364,-104.984862,36,28,280,abs brakes adjustable foot pedals air conditioning alarm system alloy wheels am fm radio aux audio jack backup camera bluetooth child safety door locks cruise control daytime running lights driver airbag first aid kit front side airbag interval wipers keyless entry passenger airbag,16900,1.18343195266272
5YFBURHE1HP703223,2017,-159,Mixed Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,67945,Black,Red,Sedan, CA,37.7986184,-121.2117148,36,28,323,driver air bag passenger air bag side air bag power door locks heated mirrors traction control vehicle anti theft system integrated turn signal mirrors tire pressure monitoring electronic stability control climate control air conditioning cruise control keyless entry power driver mirror power steering tilt wheel steering wheel controls,19499,1.31801630852864
5YFBURHE1JP750189,2018,-65,Rental Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,63150,Steel Gray,Barcelona Red Metallic,Sedan, MD,39.0595542,-76.6480219,36,28,261,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar,15744,-3.79827235772358
5YFBURHE1JP776159,2018,-13,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,78736,Gray,Red,Sedan, VA,38.8051095,-77.0470229,36,28,248,4 cyl 1 8 liter automatic cvti s fwd hill start assist control traction control stability control abs 4 wheel keyless entry air conditioning power windows power door locks dynamic cruise control power trunk release power steering tilt telescoping wheel am fm stereo cd mp3 single disc bluetooth wireless,14950,-8.25418060200669
5YFBURHE1JP796928,2018,-50,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,37229,Unknown,Slate Metallic,Sedan, CA,34.0922947,-117.43433,35,28,338,50 state emissions door edge guards keyless entry system protection package se premium package siriusxm satellite radio slate metallic,20404,0.842971966281121
5YFBURHE1JP798419,2018,-3,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,100070,Black,Super White,Sedan, FL,26.1421976,-81.7942944,35,28,298,rear view camera auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows automatic transmission automated cruise control leatherette cloth,17998,2.68918768752084
5YFBURHE1JP810004,2018,-7,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,22932,Black,Barcelona Red Metallic,Sedan, FL,27.9449854,-82.4583107,36,28,322,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar,19423,1.05030118931164
5YFBURHE1JP833380,2018,-93,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,103564,Steel Gray,Super White,Sedan, CA,39.0431586,-122.9140838,36,28,263,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning rear window defroster power steering power windows steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension knee airbag,15845,1.74818554749132
5YFBURHE1JP835176,2018,-82,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,121339,Almond,Super White,Sedan, CA,33.7494951,-117.873221,36,28,282,gas engine type regular unleaded fuel type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders variable valvetrain double overhead valvetrain 16 number of valves 10 0 compression ratio 28 epa city fuel economy 36 epa highway fuel economy 32 epa combined fuel economy automatic transmission type continuously variable,16995,0.7825831126802
5YFBURHE1JP839616,2018,-2,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,59700,Steel Gray,Black Sand Pearl,Sedan, NC,35.7803977,-78.6390989,36,28,314,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning rear window defroster power steering power windows steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension knee airbag,18960,0.469409282700422
5YFBURHE1KP872827,2019,-84,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,72652,Black,Black,Sedan, GA,33.8062166,-84.1457505,35,28,306,1 12v dc power outlet 13 2 gal fuel tank 390cca maintenance free battery w run down protection 60 40 folding bench front facing fold forward seatback rear seat 80 amp alternator air filtration airbag occupancy sensor analog appearance automatic equalizer back up camera black grille black side windows trim body colored door handles body colored front bumper body colored rear bumper cargo space lights carpet floor trim and carpet trunk lid rear cargo door trim clearcoat paint,18470,1.05035192203573
5YFBURHE1KP877056,2019,-10,Rental Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,55477,Unknown,Classic Silver Metallic,Sedan, NC,35.7079146,-79.8136446,36,28,312,wheels 15 x 6 0 styled steel front bucket seats fabric seat trim radio entune audio w 6 1 screen 6 speakers air conditioning electronic stability control tachometer abs brakes am fm radio brake assist bumpers body color cd player delay off headlights driver door bin driver vanity mirror dual front impact airbags dual front side impact airbags,18813,-0.574071121033328
5YFBURHE1KP878644,2019,-59,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,55479,Black,Slate Metallic,Sedan, SC,34.0884688,-81.1802101,35,28,335,6 speakers cd player radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension,20229,-0.197735923673933
5YFBURHE1KP897730,2019,-63,Mixed Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,83389,Unknown,Black Sand Pearl,Sedan, CO,39.0672568,-108.56448,36,28,290,gas engine type regular unleaded fuel type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders variable valvetrain double overhead valvetrain 16 number of valves 10 0 compression ratio eco mode sport mode 28 epa city fuel economy 36 epa highway fuel economy 32 epa combined fuel economy,17499,1.1543516772387
5YFBURHE1KP899512,2019,-79,Frame Damage,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,101330,Black,Classic Silver Metallic,Sedan, CA,33.8825705,-118.1167679,36,28,244,back up camera bluetooth,14699,0
5YFBURHE1KP913098,2019,-6,Fleet Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,19978,Black,Blue,Sedan, MS,32.2998686,-90.1830408,36,28,365,rear view camera auxiliary audio input overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission automated cruise control bluetooth technology lane departure warning,21998,0.472770251841077
5YFBURHE1KP936025,2019,-8,Frame Damage,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,65857,Steel Gray,Super White,Sedan, FL,26.640628,-81.8723084,36,28,278,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar,16799,0.202392999583309
5YFBURHE2EP010334,2014,-37,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,132668,Black,White,Sedan, CA,38.5810606,-121.493895,37,29,232,door handle color body color exhaust tip color chrome front bumper color body color grille color chrome surround mirror color body color rear bumper color body color rear spoiler rear spoiler color body color window trim black steering ratio 17 8 turns lock to lock 3 2 air filtration front air conditioning automatic climate control front air conditioning zones single interior accents color keyed interior accents metallic tone steering wheel trim leather assist handle front,13995,3.54412290103608
5YFBURHE2FP196989,2015,-9,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,108340,Amber/Black,Super White,Sedan, IA,41.6883214,-93.7910575,37,29,249,all weather floor mats cargo tray 1 12v dc power outlet 13 2 gal fuel tank 390cca maintenance free battery w run down protection 4 way passenger seat 60 40 folding bench front facing fold forward seatback rear seat 80 amp alternator abs and driveline traction control air filtration airbag occupancy sensor analog appearance auto off projector beam led low beam daytime running headlamps w delay off automatic equalizer black side windows trim body colored door handles body colored front bumper body colored rear bumper cargo space lights,14999,-0.733382225481699
5YFBURHE2FP210602,2015,-30,Fleet Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,90741,Steel Gray,Blue Crush Metallic,Sedan, CT,41.1923646,-73.1304917,38,29,215,4 cylinder engine abs a c adjustable steering wheel am fm stereo automatic headlights auxiliary audio input brake assist bucket seats cd player child safety locks temporary spare tire daytime running lights driver air bag driver vanity mirror stability control front wheel drive gasoline fuel,12995,-2.8780300115429
